category,status,goal,funded percentage,duration
Publishing,successful,600,1.466666667,29.96
Publishing,failed,7000,0.014285714,46.38
Film &amp; Video,successful,3000,1.006666667,45.96
Games,successful,25000,1.3777204,44.55
Music,successful,8700,1.163448276,45
Photography,failed,10000,0.0075,61
Publishing,successful,30000,1.002133,44.73
Music,successful,1500,1.73,27.82
Music,failed,1000,0,60
Music,successful,10000,1.065501,45
Music,successful,1800,1.25,77.12
Music,successful,3000,1.14,30
Music,failed,12000,0,45
Publishing,successful,1700,1.930052941,38
Art,failed,5000,0.3496,30
Film &amp; Video,failed,5000,0.034,45
Film &amp; Video,failed,3000,0.001666667,30
Film &amp; Video,successful,700,1.001428571,20.04
Music,successful,1062,1.04613936,55.38
Fashion,failed,9000,0.738333333,61.16
Theater,successful,1500,1.212666667,60
Film &amp; Video,successful,4000,1.09675,38
Art,successful,1600,1.021875,60
Art,successful,3000,1.106666667,29.96
Film &amp; Video,failed,4000,0.53875,30
Music,failed,1500,0.03,29.96
Games,failed,10000,0.01,44.96
Film &amp; Video,failed,5000,0.005,90.04
Publishing,successful,700,1.978571429,20.63
Film &amp; Video,failed,7500,0.064666667,30
Theater,successful,10000,1.05,90.96
Film &amp; Video,successful,2500,1.373064,59.95
Games,failed,3750,0.241333333,44.07
Comics,failed,800,0.03125,30
Music,failed,1000,0.211,29.96
Music,successful,15000,1.174933333,30.04
Dance,failed,6000,0.344166667,27.15
Music,successful,10000,1.266461,59.96
Film &amp; Video,failed,7000,0.1,48.17
Film &amp; Video,failed,10000,0.0589,34.51
Art,successful,3000,1.120206667,45
Music,successful,1000,2.03,28.06
Film &amp; Video,failed,50000,0.0005,45
Photography,failed,5500,0.023636364,60
Publishing,failed,800,0.2625,39.96
Art,successful,5915,1.058326289,29.96
Film &amp; Video,failed,25000,0.016,48.59
Art,successful,5500,1.003636364,67.36
Publishing,successful,3000,1.215,30
Film &amp; Video,failed,100000,0.00495,59.96
Art,successful,5000,1.0674,26.78
Photography,successful,1350,1.161481481,29.96
Fashion,failed,5000,0.03,70.78
Music,successful,1000,1.392,29.28
Design,failed,2012,0,30
Publishing,failed,2100,0.038095238,90.04
Music,successful,2037,1.134511537,20
Film &amp; Video,failed,3500,0.157142857,30
Music,failed,10000,0.0011,30
Music,failed,11500,0.010434783,59.18
Games,failed,3000,0.026666667,35.04
Publishing,successful,9000,1.066766667,89.03
Publishing,successful,1100,1.243636364,58.67
Music,successful,2000,1.0575,45
Film &amp; Video,successful,3500,1,59.96
Film &amp; Video,successful,24500,1.020408163,22.99
Music,successful,1500,1.216666667,30
Music,failed,7000,0.358857143,60
Music,successful,2000,1.04,30
Publishing,failed,15000,0.033666667,28
Film &amp; Video,failed,25000,0.0632,90.04
Photography,failed,2500,0,60.85
Photography,failed,3500,0,30
Publishing,failed,2011,0.239189458,66.62
Music,failed,2000,0.2625,59.96
Film &amp; Video,failed,3500,0.037714286,30
Film &amp; Video,failed,600,0.01,28.98
Film &amp; Video,successful,3000,3.746333333,16.28
Film &amp; Video,successful,2000,1.112525,22.98
Film &amp; Video,successful,5000,1.034,45.04
Music,successful,3000,1.078333333,29.96
Film &amp; Video,failed,11500,0.101913043,30
Film &amp; Video,failed,2000,0.073,68.45
Comics,failed,3000,0.135666667,29.96
Art,successful,3500,1.172857143,29.29
Dance,failed,2750,0.090909091,60
Music,successful,5000,1.01,29.96
Food,failed,9400,0.027234043,30
Publishing,successful,4000,1.081,47.26
Film &amp; Video,successful,25000,1.07052,45
Film &amp; Video,failed,4000,0,31
Food,failed,15000,0.0582,29.21
Publishing,failed,3000,0.003333333,45
Photography,failed,1600,0.14375,40
Music,failed,16000,0.040375,30.04
Photography,failed,3000,0.058333333,30
Film &amp; Video,successful,3000,1.690666667,60
Film &amp; Video,successful,6000,1.006666667,90.96
Film &amp; Video,failed,10000,0.28,19.21
Music,successful,500,1.15,21
Music,failed,7000,0.027142857,87.28
Film &amp; Video,successful,3000,1.013333333,30
Film &amp; Video,failed,5000,0.02,29.96
Music,successful,4200,1.078635714,30
Comics,successful,800,1.35375,29.96
Film &amp; Video,successful,3000,1.102333333,30
Games,successful,3300,3.76989697,30
Food,successful,5000,1.120244,30
Music,successful,25000,1.01996,46
Design,failed,2000,0.2625,89.95
Music,successful,15000,1.153866667,30
Music,successful,1000,1.55,30.41
Music,successful,5000,1.3262,31.37
Music,successful,1000,1.03164,30
Film &amp; Video,successful,1500,1.033333333,30
Film &amp; Video,successful,11100,1.014054054,63.62
Technology,failed,12000,0.003333333,30
Music,failed,2500,0.048,50.94
Publishing,failed,5200,0.376151923,60
Film &amp; Video,successful,3000,1.092,44.96
Film &amp; Video,successful,2000,1.05,21.71
Film &amp; Video,successful,1000,1.077,36
Design,failed,12000,0.046666667,46.89
Music,successful,2500,1.0968,60
Art,successful,10000,1.085,30
Photography,successful,4000,1.1575,32
Music,successful,500,1,32.43
Publishing,successful,1800,1.052777778,30.59
Music,failed,5000,0,89
Music,successful,1500,2.435333333,86.82
Music,successful,800,1.2875,30
Music,failed,1400,0.1,60
Film &amp; Video,successful,1800,1.114444444,84.76
Publishing,failed,1000,0.21,60.04
Fashion,successful,20000,1.0159,45
Music,successful,4000,1.216,29.4
Music,successful,20000,1.02325,90
Art,successful,1000,1.745,10.11
Film &amp; Video,failed,25000,0,29.95
Music,failed,1000,0.01,30
Film &amp; Video,failed,10000,0.038,90
Music,successful,1000,2.12,30
Music,successful,8000,1.03065,30
Design,successful,2000,3.16534,59.96
Film &amp; Video,failed,3500,0.173714286,60
Music,successful,10000,1.0354,32.05
Theater,successful,6000,1.281333333,29.83
Games,failed,20000,0.03685,30
Music,successful,1000,1.22,30
Photography,successful,8000,1.3125,45
Music,successful,2500,1.088192,44.11
Art,failed,8500,0.239294118,42.59
Film &amp; Video,failed,3300,0,60
Film &amp; Video,failed,1000,0,30
Photography,failed,7700,0.006493506,34.95
Food,failed,6000,0.13375,29.96
Publishing,failed,25000,0.012,30
Publishing,failed,8650,0,29
Publishing,failed,6000,0,45
Film &amp; Video,successful,3000,1.058333333,82.73
Design,failed,5000,0,40.98
Film &amp; Video,successful,5000,1.023,53.51
Music,successful,4000,1.06125,30.54
Film &amp; Video,failed,1500,0.02,15.41
Photography,failed,12863,0.009717795,31.98
Music,failed,1000,0.025,59.87
Publishing,successful,3000,1.161896667,30
Dance,successful,1300,1.115384615,29.96
Theater,successful,12000,1.034583333,60
Music,failed,4000,0.03,60
Film &amp; Video,failed,15000,0.002666667,59.96
Games,failed,10000,0.0085,60
Music,successful,2000,1.08,31
Publishing,successful,1333,1.160285071,44.16
Music,failed,100000,0.0152,59.96
Music,successful,5000,1.06025,45
Film &amp; Video,successful,600,1.018333333,30
Film &amp; Video,successful,7500,1.0112,46.86
Music,successful,2800,1.031071429,30
Publishing,failed,4420,0.087330317,32.82
Music,successful,1000,1.01,30.13
Comics,failed,4830,0.172877847,45.12
Art,successful,1800,1.111344444,30
Food,successful,12000,1.01425,45
Publishing,successful,600,1.125,30
Film &amp; Video,failed,100000,0.04909,59.22
Film &amp; Video,failed,800,0.0375,19.42
Film &amp; Video,failed,75000,0.004666667,41.25
Music,successful,1500,1.062,40
Film &amp; Video,successful,500,1.32204,89.6
Theater,successful,1000,2.145,3.96
Film &amp; Video,failed,7500,0.006,90.04
Film &amp; Video,failed,5000,0.056,90.04
Photography,successful,3000,1.056333333,63.28
Music,successful,2000,1.005,30.04
Film &amp; Video,successful,1200,1.025,39.21
Music,successful,3600,1.061388889,30
Music,successful,1000,1.145,45
Film &amp; Video,successful,1000,1.115,45
Film &amp; Video,failed,10000,0.452501,36
Film &amp; Video,failed,10000,0,45
Theater,failed,777,0.504504505,30
Film &amp; Video,failed,30000,0,30
Photography,failed,2861,0.004194338,31.09
Film &amp; Video,failed,5000,0.002,34.72
Film &amp; Video,successful,8500,1.023058824,30.04
Film &amp; Video,failed,30000,0.244366667,17
Games,successful,3000,2.234686667,32.29
Film &amp; Video,failed,10000,0.0003,29.83
Fashion,successful,3000,1.041666667,30
Music,successful,1200,1.025,28
Film &amp; Video,failed,5000,0.085,30
Theater,successful,3500,1.009428571,47.39
Film &amp; Video,failed,4000,0,45.27
Comics,failed,1250,0.142,32
Film &amp; Video,successful,7500,1.193333333,20.96
Publishing,failed,5500,0,60.04
Film &amp; Video,failed,1500,0.07,33.96
Film &amp; Video,failed,10000,0.257,36
Film &amp; Video,successful,8000,1.03877875,31
Film &amp; Video,successful,10000,1.064,45.66
Design,failed,12000,0.065416667,44.96
Theater,failed,1000,0.075,30
Music,successful,8000,1.62875,77.21
Publishing,failed,4000,0.025,59.48
Technology,successful,25000,1.06704,50.98
Film &amp; Video,successful,500,1,14.14
Film &amp; Video,successful,2000,1.074995,30
Music,successful,1000,1.43,65.45
Film &amp; Video,failed,7000,0.007142857,36.19
Photography,successful,5000,1.031,60
Art,failed,1800,0.023333333,36.36
Art,failed,15000,0.21,34.04
Games,failed,500,0.032,30.07
Art,successful,2500,1.01,30
Design,failed,25000,0.011,44.96
Art,successful,5000,1.044114,30
Music,successful,1000,1.3456,60
Technology,successful,15000,1.6774,45
Art,failed,2850,0.014035088,40
Film &amp; Video,successful,3000,1.002333333,35.13
Film &amp; Video,successful,1500,1.036666667,20.17
Fashion,failed,500,0.322,30
Music,successful,2500,1.2,27.34
Food,successful,8000,1.0525,38.67
Film &amp; Video,successful,1500,1.076666667,28.8
Publishing,successful,1000,1.195,86.61
Food,successful,15000,1.015438,30
Film &amp; Video,failed,1000,0.08,30
Music,successful,2000,1.283,38.93
Art,successful,1000,1.02,21
Theater,failed,1289,0.310318076,20
Art,failed,4650,0.008602151,31
Film &amp; Video,failed,2000,0.3675,78.94
Art,failed,2000,0,31
Film &amp; Video,successful,2500,1.01,50.65
Music,successful,600,1,21
Film &amp; Video,successful,5600,1.01875,30.04
Food,successful,3525,1.025531915,14.17
Dance,successful,2000,1.0055,32.13
Publishing,successful,3500,1.920285714,29.96
Music,successful,1000,2.027,32
Technology,failed,45000,0.011066667,46.46
Art,successful,5000,1.01,60
Music,failed,2000,0.2925,60
Music,successful,750,2.346666667,28.38
Music,successful,5000,1.677,46
Theater,successful,8000,1.340625,31.36
Music,successful,2500,1.024,31.05
Art,successful,2500,1.809608,30.63
Music,successful,6000,1.208,51.41
Film &amp; Video,successful,3000,1.028333333,30
Theater,successful,4200,1.189285714,59.96
Fashion,failed,20000,0.024801,30
Design,failed,15000,0.082133333,45.96
Music,successful,5000,1.601,91
Music,successful,1000,1.08,35
Music,successful,4000,1.0375,57.87
Film &amp; Video,successful,1800,1.086111111,40
Technology,failed,25000,0.04092,30
Technology,failed,25500,0.012235294,30
Film &amp; Video,failed,20000,0.0444,30.34
Art,successful,5000,1.68,30
Food,failed,3000,0.282,60
Music,failed,850,0,50.04
Technology,successful,6000,1.159166667,44.17
Film &amp; Video,failed,35000,0.022857143,63.96
Music,successful,2800,1.044642857,39.65
Music,successful,9000,1.163333333,30
Fashion,failed,2500,0.2008,61
Film &amp; Video,successful,5500,1.019454545,32
Technology,failed,20000,0.05375,60.04
Publishing,successful,7500,1.051466667,40
Music,successful,9000,1.044444444,30
Film &amp; Video,successful,5000,1.0204,38.42
Photography,successful,840,1.066666667,60
Dance,successful,3700,1.065405405,29.96
Fashion,failed,8800,0.199090909,38.95
Film &amp; Video,successful,3333.33,1.038601039,90
Publishing,failed,5000,0.0022,32.86
Film &amp; Video,successful,2600,1.088461538,60.14
Film &amp; Video,failed,5000,0.008,14
Music,successful,15330,1.005870841,30
Technology,failed,10000,0.0406,90.04
Film &amp; Video,successful,9500,1.007368421,30
Film &amp; Video,failed,25000,0.0318884,36
Design,failed,2160,0.083333333,30
Music,failed,4000,0.33875,15
Music,failed,5000,0.004,44.96
Film &amp; Video,successful,15000,1.0424,53.1
Music,successful,1800,1.272222222,46.09
Music,successful,5000,1.0052,60.04
Film &amp; Video,successful,5000,1.521202,30
Music,successful,30000,1.098246,59.96
Music,failed,10000,0.01,30
Games,successful,5000,2.0708,60
Film &amp; Video,failed,10000,0.086,21.8
Film &amp; Video,failed,12000,0.01875,30
Music,successful,8500,1.035294118,40
Games,failed,2500,0.056,31
Film &amp; Video,failed,7000,0,31
Music,successful,5000,1.0522,81.81
Film &amp; Video,successful,2000,1.610915,29.31
Music,successful,4000,1.3033625,45.06
Publishing,successful,3000,1.001,30
Publishing,successful,2000,1.07,48.69
Film &amp; Video,successful,12250,1.009061224,30
Music,successful,10000,1.24,30
Design,successful,20000,1.2349505,59.96
Art,failed,5500,0.060363636,60
Film &amp; Video,successful,10000,1.0094,40.12
Design,failed,5000,0.044,44.07
Technology,failed,20000,0.02705,30
Film &amp; Video,failed,3500,0.011428571,30
Art,successful,1500,1.308,34.26
Film &amp; Video,successful,4000,1.19425,34.82
Music,failed,1000,0.09,30
Film &amp; Video,failed,48000,0.482708333,44.94
Film &amp; Video,successful,50000,1.0271,50
Theater,failed,2500,0.088,42.99
Art,successful,2183,1.069363262,41.94
Film &amp; Video,failed,1000,0.526,29.33
Art,successful,1500,1.020666667,90.96
Music,successful,750,1,31
Fashion,failed,800,0.0625,37
Photography,failed,2000,0.2725,35.04
Film &amp; Video,successful,10000,1.0135,30
Theater,successful,2500,1.052,32.13
Theater,failed,7000,0.228,21
Music,successful,17000,1.021872941,89.87
Art,failed,59999.99,0.036233339,60
Film &amp; Video,failed,7450,0.26590604,35
Film &amp; Video,failed,6000,0.285666667,55.39
Film &amp; Video,successful,5000,1.0055,30
Publishing,successful,800,1.2547125,28
Film &amp; Video,failed,1100,0.01,30
Photography,successful,3500,1.316382857,30
Publishing,failed,4000,0.164,30
Film &amp; Video,successful,500,2.64,30
Design,successful,500,1.052,30
Film &amp; Video,successful,1500,1.241333333,60
Film &amp; Video,successful,2200,1.095909091,30
Art,failed,10000,0.004,40.06
Music,successful,6000,1.2625,29.96
Art,successful,10000,1.127,33.67
Food,successful,1500,2.474,32
Music,successful,5000,1.1412,60.04
Music,successful,1250,2.584,30
Art,failed,2800,0.155357143,60
Film &amp; Video,successful,2500,2.137108,30
Film &amp; Video,successful,2100,1.119047619,30.48
Music,successful,3000,1.088333333,30
Film &amp; Video,failed,5000,0,73.99
Games,failed,2500,0.012,30
Art,failed,4000,0.0525,29.61
Film &amp; Video,failed,500,0.51,30
Art,failed,5000,0,30
Film &amp; Video,successful,7500,1.031333333,89.96
Music,successful,12000,1.003416667,31.64
Film &amp; Video,successful,5000,1.0852,30
Music,successful,8000,1.04,47.43
Comics,successful,3250,1.727073846,30.22
Film &amp; Video,failed,7000,0.088,35
Film &amp; Video,successful,12500,1.0028,45
Film &amp; Video,failed,5000,0.04,62.98
Music,failed,500,0.152,45.49
Music,failed,500,0.5,24.09
Art,failed,5000,0.032,43.11
Art,failed,1500,0,30
Theater,failed,5000,0.6576,36.13
Art,successful,1200,1.065758333,33.87
Games,successful,5000,1.053202,62.92
Theater,successful,980,1.071428571,23.37
Art,failed,11000,0.777254545,42.71
Publishing,failed,2500,0.4244,36.45
Film &amp; Video,successful,5000,1.1074,31
Photography,failed,500,0.04,35.95
Music,successful,2000,1.25,30
Music,failed,2500,0.008,30
Film &amp; Video,failed,5000,0,30
Photography,failed,2500,0.026,30.96
Publishing,failed,25000,0,30
Music,failed,4000,0.261,36.29
Art,failed,2500,0,30
Film &amp; Video,failed,5600,0.1,59.96
Design,failed,175000,0.014462857,43.43
Film &amp; Video,successful,3500,1.034285714,54.56
Film &amp; Video,failed,9325,0,44.96
Design,failed,15000,0.024333333,30
Design,failed,5000,0.0252,30.96
Art,successful,1000,1.03,30
Film &amp; Video,successful,2800,1.010714286,37.95
Music,successful,1100,1.304545455,40
Film &amp; Video,successful,1500,1.466686667,21
Music,successful,3850,2.418441558,34.49
Theater,failed,10000,0.061,29.1
Music,successful,2500,1.196,38.96
Design,failed,4550,0.144175824,47.06
Publishing,successful,2500,1.048,8.13
Film &amp; Video,failed,10500,0,30.04
Music,successful,3686,1.418166034,29.01
Design,successful,2000,3.624,29.96
Film &amp; Video,failed,25000,0.05084,59.96
Film &amp; Video,failed,7500,0.346,59
Music,successful,5000,1.0252,35.38
Music,failed,2600,0,30
Film &amp; Video,successful,2500,1.232168,30
Film &amp; Video,successful,12000,1.05,59.95
Theater,failed,3000,0.115,30
Film &amp; Video,successful,6000,1.057666667,46.21
Theater,successful,6000,1.043333333,30
Music,failed,1600,0.18875,30.96
Food,failed,100000,0.09021,33.96
Design,failed,29000,0.450896207,40
Music,successful,3675,1.058503401,15.32
Art,failed,5000,0.015,30
Music,successful,500,1.962,60
Film &amp; Video,failed,350000,0.000285714,60
Music,failed,10000,0,40
Music,successful,1100,1.000909091,30
Art,successful,900,1.09,8.7
Film &amp; Video,failed,80000,0,39.1
Film &amp; Video,failed,55000,0.019272727,35
Music,failed,1000,0.144,40
Music,successful,2500,1.020004,60
Music,successful,2000,1.066,33
